area_name ,Latitude,Longitude,area_catagory ,statute ,penalty,address,금연구역면적,금연구역범위상세,데이터기준일자
베스트베이비어린이집,37.4939654,127.0750977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로109길 5 218동 108호,,건축물경계로부터 10m까지,2017-11-17
베이비케슬어린이집,37.492341,127.0781235,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로110길 15 114동 105호,,건축물경계로부터 10m까지,2017-11-17
우성 유아 어린이집,37.492341,127.0781235,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로110길 15 101동 104호,,건축물경계로부터 10m까지,2017-11-17
애솔 어린이집,37.478368,127.0614839,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 7 93동 109호,,건축물경계로부터 10m까지,2017-11-17
천사어린이집,37.4848024,127.0571779,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 311 902동 111호,,건축물경계로부터 10m까지,2017-11-17
강남베베하우스어린이집,37.4859342,127.0684077,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14 주공아파트 414동 102호,,건축물경계로부터 10m까지,2017-11-17
아름드리어린이집,37.4855371,127.0714351,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14 436동 105호,,건축물경계로부터 10m까지,2017-11-17
개포어린이집,37.4879498,127.0736883,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로3길 9,,건축물경계로부터 10m까지,2017-11-17
개포좋은어린이집,37.4835676,127.0607506,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로12길 10,,건축물경계로부터 10m까지,2017-11-17
사랑샘어린이집,37.4888326,127.071487,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 516 708동 106호,,건축물경계로부터 10m까지,2017-11-17
강남 아이트라움 어린이집,37.4934973,127.0829527,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 개포로124길 13 (일원동),,건축물경계로부터 10m까지,2017-11-17
광림어린이집,37.5240393,127.0234316,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 논현로175길 49,,건축물경계로부터 10m까지,2017-11-17
리틀바움어린이집,37.4941843,127.0754343,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 개포로109길 21 대치2단지 관리동 1층,,건축물경계로부터 10m까지,2017-11-17
베스트에코비어린이집,37.4807917,127.0904871,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 105동 104,,건축물경계로부터 10m까지,2017-11-17
산들어린이집,37.4741609,127.0962152,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로3길 45 3길 45,,건축물경계로부터 10m까지,2017-11-17
숲속이네어린이집,37.4807917,127.0904871,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 109동 101호,,건축물경계로부터 10m까지,2017-11-17
신논현어린이집,37.5147364,127.0227444,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 강남대로146길 28 논현신동아파밀리에 102동 108호,,건축물경계로부터 10m까지,2017-11-17
자운어린이집,37.4835321,127.1039802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로21,,건축물경계로부터 10m까지,2017-11-17
즐거운어린이집,37.4829571,127.0589875,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로310,,건축물경계로부터 10m까지,2017-11-17
키즈열매어린이집,37.4835321,127.1039802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로21,,건축물경계로부터 10m까지,2017-11-17
푸르내어린이집,37.4935677,127.0507717,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 221 도곡렉슬아파트내,,건축물경계로부터 10m까지,2017-11-17
피노키오어린이집,37.4855371,127.0714351,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14,,건축물경계로부터 10m까지,2017-11-17
상록어린이집,37.4895553,127.075569,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로4길 10 공무원APT 9단지내(內),,건축물경계로부터 10m까지,2017-11-17
소꿉 어린이집,37.4812032,127.0644888,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 8 215동 101호,,건축물경계로부터 10m까지,2017-11-17
솔샘어린이집,37.4888326,127.071487,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 516 705동 106호,,건축물경계로부터 10m까지,2017-11-17
연세중앙어린이집,37.4888326,127.071487,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 516 604동 104호,,건축물경계로부터 10m까지,2017-11-17
전원몬테소리어린이집,37.4888326,127.071487,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 516 609동 104호,,건축물경계로부터 10m까지,2017-11-17
큰별어린이집,37.4888326,127.071487,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 516 603동 108호,,건축물경계로부터 10m까지,2017-11-17
하늘어린이집,37.4855371,127.0714351,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14 407동 107호,,건축물경계로부터 10m까지,2017-11-17
아이세상어린이집,37.4770911,127.0505239,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로22길 50 1200-2 101호,,건축물경계로부터 10m까지,2017-11-17
해찬나래어린이집,37.4650552,127.0964486,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로 21 LH푸르지오 203동 102호,,건축물경계로부터 10m까지,2017-11-17
이베이베이트리어린이집,37.5039917,127.0340449,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로 25길 53,,건축물경계로부터 10m까지,2017-11-17
우리어린이집,37.4876572,127.0684907,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14 주공아파트내,,건축물경계로부터 10m까지,2017-11-17
LH 서울어린이집,37.5142854,127.0409153,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 121길 12,,건축물경계로부터 10m까지,2017-11-17
풀무원어린이집,37.4872829,127.1031088,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로 280,,건축물경계로부터 10m까지,2017-11-17
삼성 꼬마숲 어린이집,37.5134518,127.0458974,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로 61길 36,,건축물경계로부터 10m까지,2017-11-17
무지개어린이집,37.4781515,127.1138035,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로260 한양수자인아파트 407동 106호,,건축물경계로부터 10m까지,2017-11-17
미소별어린이집,37.4781515,127.1138035,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로260 한양수자인아파트 402동 102호,,건축물경계로부터 10m까지,2017-11-17
성아어린이집,37.4840417,127.0435827,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로32길 16,,건축물경계로부터 10m까지,2017-11-17
대웅 리틀베어 어린이집,37.5143876,127.0654559,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로114길 12,,건축물경계로부터 10m까지,2017-11-17
우리어린이집,37.512439,127.065545,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로114길 13 서울의료원내(內),,건축물경계로부터 10m까지,2017-11-17
무역센터 꿈나무어린이집,37.5130619,127.0586443,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성1동 COEX 컨벤션센터 2층,,건축물경계로부터 10m까지,2017-11-17
삼성어린이집,37.5171924,127.0596506,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로122길 7-6,,건축물경계로부터 10m까지,2017-11-17
엔젤빅스맘 어린이집,37.465781,127.101441,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 세곡동 525 세곡리엔파크 아파트 512동 102호,,건축물경계로부터 10m까지,2017-11-17
엘림어린이집,37.4807917,127.0904871,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 수서동 559 강남데시앙포레아파트 관리동,,건축물경계로부터 10m까지,2017-11-17
예쁜꿈어린이집,37.4922401,127.0784896,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 일원동 615 우성7차아파트 107동 104호,,건축물경계로부터 10m까지,2017-11-17
윤슬어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 세곡동 602 LH강남아이파크 705동 102호,,건축물경계로부터 10m까지,2017-11-17
은가비어린이집,37.4757497,127.0488845,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포동 1223-1,,건축물경계로부터 10m까지,2017-11-17
창의나무아이파크어린이집,37.5024363,127.0466551,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼동 709,,건축물경계로부터 10m까지,2017-11-17
아기우성 어린이집,37.4905083,127.0792227,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 개포로110길 15 101동 104호(일원동우성7차아파트),,건축물경계로부터 10m까지,2017-11-17
아이맘어린이집,37.4807917,127.0904871,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 114동 103호,,건축물경계로부터 10m까지,2017-11-17
아이자람어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 175 LH강남아이파크 704동 102호,,건축물경계로부터 10m까지,2017-11-17
에코비어린이집,,,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 260 강남한양수자인아파트 409동 102호,,건축물경계로부터 10m까지,2017-11-17
우리어린이집,37.512439,127.065545,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 봉은사로114길 13 서울의료원 내,,건축물경계로부터 10m까지,2017-11-17
은마어린이집,37.4976559,127.0648797,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 삼성로 212 30동 114호(대치동 은마아파트),,건축물경계로부터 10m까지,2017-11-17
자곡어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 175 LH 강남아이파크,,건축물경계로부터 10m까지,2017-11-17
조이 빅스맘 어린이집,37.4736938,127.0509411,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 논현로6길 19,,건축물경계로부터 10m까지,2017-11-17
조이너스어린이집,37.4958223,127.0373824,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 역삼로19길 12 조이너스아파트 101호,,건축물경계로부터 10m까지,2017-11-17
토리에코비어린이집,37.4925325,127.0893074,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 양재대로55길 12 120동 101호(수서1단지아파트),,건축물경계로부터 10m까지,2017-11-17
해나무어린이집,37.5172363,127.0473248,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 21 209동 102호,,건축물경계로부터 10m까지,2017-11-17
한섬아이어린이집,37.5225486,127.0337921,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 신사동 631-2,,건축물경계로부터 10m까지,2017-11-17
한신 휴플러스 어린이집,37.4737808,127.1065697,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로27길 20 관리동,,건축물경계로부터 10m까지,2017-11-17
행복누리 어린이집,37.4629102,127.1015167,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 아파트 501동104호,,건축물경계로부터 10m까지,2017-11-17
힐스어린이집,37.4835321,127.1039802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로3길 21 LHA5블럭,,건축물경계로부터 10m까지,2017-11-17
호야 어린이집,37.4602722,127.1013494,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 306-102,,건축물경계로부터 10m까지,2017-11-17
명화어린이집,37.491035,127.1002787,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로51길 49,,건축물경계로부터 10m까지,2017-11-17
민들레어린이집,37.4872625,127.1051693,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로56길 11,,건축물경계로부터 10m까지,2017-11-17
삐아제어린이집,37.4869911,127.0984323,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로47길 17 신동아APT7단지,,건축물경계로부터 10m까지,2017-11-17
수서서머힐어린이집,37.4887902,127.1035661,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로1길 43 한아름APT내(內),,건축물경계로부터 10m까지,2017-11-17
수서어린이집,37.4861348,127.0990541,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로 242,,건축물경계로부터 10m까지,2017-11-17
아이꿈 어린이집,37.4890673,127.101008,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로51길 27 404동 101호,,건축물경계로부터 10m까지,2017-11-17
예원어린이집,37.5199813,127.0254393,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로151길 32-1,,건축물경계로부터 10m까지,2017-11-17
강남동산어린이집,37.479431,127.0502829,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 257,,건축물경계로부터 10m까지,2017-11-17
꼬꼬맘 어린이집,37.4740444,127.0530802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로4길 41,,건축물경계로부터 10m까지,2017-11-17
다솔어린이집,37.4785609,127.0542624,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 21,,건축물경계로부터 10m까지,2017-11-17
은성어린이집,37.4939654,127.0750977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로109길 5 216동 111호,,건축물경계로부터 10m까지,2017-11-17
인성어린이집,37.4939654,127.0750977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로109길 5 305동 102호,,건축물경계로부터 10m까지,2017-11-17
현이어린이집,37.492341,127.0781235,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로110길 15 107동 104호,,건축물경계로부터 10m까지,2017-11-17
꼬마어린이집,37.5257121,127.0506784,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로89길 15,,건축물경계로부터 10m까지,2017-11-17
담희어린이집,37.5235476,127.0574077,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로138길 12,,건축물경계로부터 10m까지,2017-11-17
언북어린이집,37.5199257,127.0451,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로135길 42,,건축물경계로부터 10m까지,2017-11-17
언북몬테소리어린이집,37.5193219,127.0465433,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로67길 15,,건축물경계로부터 10m까지,2017-11-17
준현어린이집,37.5225877,127.043359,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로148길 48-6,,건축물경계로부터 10m까지,2017-11-17
청담샛별,37.5250521,127.049284,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로79길 26 4층,,건축물경계로부터 10m까지,2017-11-17
청담아이나라어린이집,37.521466,127.0469425,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로147길 24 1층,,건축물경계로부터 10m까지,2017-11-17
청담어린이집,37.5220801,127.0400983,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로56길 14,,건축물경계로부터 10m까지,2017-11-17
청수어린이집,37.5250521,127.049284,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로79길 26,,건축물경계로부터 10m까지,2017-11-17
힐즈어린이집,37.473596,127.0953513,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 101 래미안강남힐즈어린이집,,건축물경계로부터 10m까지,2017-11-17
엔씨소프트어린이집,37.5045703,127.0494465,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로 509 NC soft R&D센터,,건축물경계로부터 10m까지,2017-11-17
초망몬테소리어린이집,37.5162234,127.0618652,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로105길 24,,건축물경계로부터 10m까지,2017-11-17
한별어린이집,37.5117593,127.0554973,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로82길 23,,건축물경계로부터 10m까지,2017-11-17
한전 빛사랑 어린이집,37.5121481,127.0609078,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로 512 별관 1층,,건축물경계로부터 10m까지,2017-11-17
강남구청 직장어린이집,37.5175282,127.0474699,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로 426,,건축물경계로부터 10m까지,2017-11-17
포그니어린이집,37.5173694,127.0455489,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로64길 7 102동107호,,건축물경계로부터 10m까지,2017-11-17
도토리소풍넥슨어린이집,37.5172363,127.0473248,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 은사로68길27,,건축물경계로부터 10m까지,2017-11-17
방주어린이집,37.5234015,127.0268361,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 신사동 567-17 1층,,건축물경계로부터 10m까지,2017-11-17
신사어린이집,37.5199636,127.0240594,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로15길 26,,건축물경계로부터 10m까지,2017-11-17
압구정아람어린이집,37.5293104,127.0355977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로 311,,건축물경계로부터 10m까지,2017-11-17
바롬어린이집,37.5253051,127.0363519,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로164길 36,,건축물경계로부터 10m까지,2017-11-17
압구정어린이집,37.5239227,127.0322517,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로157길 8,,건축물경계로부터 10m까지,2017-11-17
압구정코코어린이집,37.5221773,127.029937,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로158길 19,,건축물경계로부터 10m까지,2017-11-17
압구정키즈어린이집,37.5272331,127.0355566,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로42길 25-5,,건축물경계로부터 10m까지,2017-11-17
미래나무어린이집,37.5031679,127.03368,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로99길 21,,건축물경계로부터 10m까지,2017-11-17
조이너스어린이집,37.4958223,127.0373824,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로19길12 조이너스APT101호,,건축물경계로부터 10m까지,2017-11-17
지예슬어린이집,37.5033259,127.0346009,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로25길 43,,건축물경계로부터 10m까지,2017-11-17
튼튼영재어린이집,37.522332,127.0568223,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로101길26 삼익상가 3층,,건축물경계로부터 10m까지,2017-11-17
가로수어린이집,37.5233379,127.0240519,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로18길 28 신구초등학교내,,건축물경계로부터 10m까지,2017-11-17
가온어린이집,37.4642163,127.1051545,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로 618길 8 대왕초등학교내,,건축물경계로부터 10m까지,2017-11-17
선릉삼성어린이집,37.5066336,127.0511644,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로100길 48,,건축물경계로부터 10m까지,2017-11-17
성원몬테소리어린이집,37.5138262,127.0515472,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로111길 8 힐스테이트 2단지내(內),,건축물경계로부터 10m까지,2017-11-17
아이린어린이집,37.5162276,127.0485407,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 115동 101호,,건축물경계로부터 10m까지,2017-11-17
아이큰숲어린이집,37.5132743,127.0448918,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로59길 37 201호,,건축물경계로부터 10m까지,2017-11-17
에듀케어어린이집,37.5171888,127.0430478,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로130길 19 102동 108호,,건축물경계로부터 10m까지,2017-11-17
오르다어린이집,37.5127599,127.0504975,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로73길 3-4,,건축물경계로부터 10m까지,2017-11-17
요요몬테소리어린이집,37.5162367,127.0484363,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 힐스테이트1단지 내(內),,건축물경계로부터 10m까지,2017-11-17
은영어린이집,37.5114528,127.0515445,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로74길 6-11,,건축물경계로부터 10m까지,2017-11-17
현대키즈어린이집,37.5162276,127.0485407,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 105동 103호,,건축물경계로부터 10m까지,2017-11-17
i구름빵어린이집,37.463919,127.101814,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로570길 10 리엔파크2단지,,건축물경계로부터 10m까지,2017-11-17
그림마을 어린이집,37.4602722,127.1013494,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 APT 512동 102호,,건축물경계로부터 10m까지,2017-11-17
강남사임당어린이집,37.4948024,127.0348746,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로11길 14,,건축물경계로부터 10m까지,2017-11-17
강남키즈랜드어린이집,37.4932575,127.0333791,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로8길 12,,건축물경계로부터 10m까지,2017-11-17
퍼스트클래스룸어린이집,37.5146969,127.0227423,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남대로146길 28,,건축물경계로부터 10m까지,2017-11-17
